order_id,customer_id,order_date,product_category,quantity,unit_price,gross_revenue,discount_pct,discount_amount,net_revenue,shipping_cost,promo_code,marketing_channel,ad_spend,device_type,payment_method,order_status,is_first_order,session_duration_sec,pages_viewed
2783932,18392,2021-10-10,Apparel,1,248.29,248.29,0,0.0,248.29,0,SAVE10,Social Media,23.99,Mobile,Credit Card,Delivered,0,1436,8
8277938,54597,2021-10-13,Books,3,37.81,113.43,10,11.34,102.09,7.99,SUMMER25,Direct,0.0,Desktop,Debit Card,Cancelled,1,441,4
9965341,31319,2022-05-05,Beauty,1,72.52,72.52,15,10.88,61.64,4.99,FLASH15,Organic Search,0.0,Desktop,Apple Pay,Shipped,0,1587,6
1300567,67912,2024-09-29,Apparel,2,176.67,353.34,5,17.67,335.67,4.99,,Paid Search,23.86,Desktop,PayPal,Returned,0,1796,2
1098097,27146,2024-05-21,Toys,2,116.39,232.78,0,0.0,232.78,0,LOYALTY5,Direct,0.0,Mobile,PayPal,Delivered,0,158,14
7625890,69429,2023-08-29,Apparel,1,213.16,213.16,0,0.0,213.16,4.99,,Direct,0.0,Mobile,Apple Pay,Cancelled,0,1564,14
2957536,42018,2021-12-08,Sports,1,104.92,104.92,15,15.74,89.18,0,LOYALTY5,Direct,0.0,Mobile,PayPal,Processing,0,87,19
1223214,30635,2021-05-02,Home & Garden,2,105.11,210.22,5,10.51,199.71,0,SUMMER25,Display Ad,10.9,Tablet,Debit Card,Processing,0,1302,11
3881241,38657,2024-12-29,Apparel,2,158.5,317.0,0,0.0,317.0,12.99,,Organic Search,0.0,Mobile,Debit Card,Delivered,0,911,9
9004743,16658,2022-04-15,Toys,2,100.27,200.54,25,50.13,150.41,4.99,,Paid Search,3.81,Desktop,Credit Card,Delivered,0,1022,13
8720254,24621,2023-01-21,Electronics,2,831.13,1662.26,15,249.34,1412.92,0,SUMMER25,Direct,0.0,Mobile,PayPal,Processing,0,786,20
7796309,17492,2021-05-11,Electronics,2,430.25,860.5,10,86.05,774.45,7.99,SUMMER25,Social Media,16.17,Desktop,PayPal,Delivered,0,2549,12
9165848,83579,2021-06-23,Books,3,42.71,128.13,10,12.81,115.32,7.99,,Paid Search,10.2,Mobile,Debit Card,Delivered,0,1945,20
6080140,20458,2023-03-10,Books,3,57.8,173.4,20,34.68,138.72,0,FLASH15,Organic Search,0.0,Mobile,Apple Pay,Delivered,0,2092,16
7052024,44438,2024-06-20,Electronics,2,161.74,323.48,0,0.0,323.48,12.99,,Email,0.0,Mobile,Debit Card,Processing,1,140,12
7626953,93320,2024-03-02,Home & Garden,1,188.72,188.72,10,18.87,169.85,4.99,,Organic Search,0.0,Desktop,Apple Pay,Delivered,1,1152,11
6077736,38893,2021-01-22,Toys,1,40.19,40.19,10,4.02,36.17,7.99,,Social Media,22.18,Mobile,PayPal,Returned,0,256,6
2470273,34890,2022-10-10,Home & Garden,1,189.25,189.25,0,0.0,189.25,12.99,LOYALTY5,Direct,0.0,Mobile,Apple Pay,Returned,0,1911,22
3098653,12552,2022-09-02,Beauty,2,68.08,136.16,0,0.0,136.16,4.99,,Paid Search,13.74,Mobile,Credit Card,Delivered,0,323,2
3266835,27601,2022-10-05,Electronics,1,330.5,330.5,0,0.0,330.5,4.99,FLASH15,Social Media,4.23,Mobile,Credit Card,Delivered,1,2283,24
1232799,45093,2024-11-04,Sports,2,310.89,621.78,5,31.09,590.69,7.99,,Paid Search,14.13,Mobile,Apple Pay,Delivered,0,1991,8
4201127,79329,2023-02-19,Beauty,1,60.18,60.18,10,6.02,54.16,7.99,,Organic Search,0.0,Mobile,Credit Card,Delivered,1,438,2
2877580,71953,2021-01-19,Home & Garden,1,181.98,181.98,0,0.0,181.98,12.99,,Organic Search,0.0,Desktop,Credit Card,Processing,1,1550,3
1266510,89276,2021-08-14,Books,1,37.13,37.13,0,0.0,37.13,7.99,,Social Media,3.54,Mobile,PayPal,Shipped,0,1625,4
4157826,17665,2022-01-17,Home & Garden,1,206.93,206.93,5,10.35,196.58,7.99,WELCOME20,Email,0.0,Desktop,Debit Card,Delivered,0,1015,19
1449886,50306,2023-04-01,Electronics,2,903.26,1806.52,0,0.0,1806.52,12.99,,Paid Search,5.19,Mobile,Credit Card,Delivered,1,2179,16
4510288,96951,2022-08-10,Toys,2,17.91,35.82,0,0.0,35.82,7.99,LOYALTY5,Paid Search,19.69,Desktop,Buy Now Pay Later,Shipped,1,1767,7
9071807,67433,2022-03-24,Electronics,1,1144.09,1144.09,15,171.61,972.48,4.99,WELCOME20,Social Media,9.36,Desktop,Credit Card,Returned,0,491,20
3435283,36365,2023-12-26,Sports,4,88.38,353.52,0,0.0,353.52,0,LOYALTY5,Referral,0.0,Mobile,PayPal,Shipped,0,2008,1
5056398,70142,2023-02-12,Beauty,1,95.29,95.29,0,0.0,95.29,4.99,,Paid Search,18.22,Desktop,Google Pay,Delivered,0,2391,6
8311317,96951,2021-10-24,Toys,4,130.18,520.72,0,0.0,520.72,7.99,,Social Media,7.0,Tablet,PayPal,Delivered,0,234,13
4203013,82692,2024-11-05,Electronics,2,157.41,314.82,0,0.0,314.82,4.99,LOYALTY5,Organic Search,0.0,Mobile,PayPal,Delivered,0,2419,13
2444410,87924,2021-04-20,Toys,2,91.68,183.36,5,9.17,174.19,7.99,,Email,0.0,Desktop,Apple Pay,Returned,0,1868,20
6048564,17665,2021-04-27,Apparel,1,233.31,233.31,5,11.67,221.64,0,,Referral,0.0,Desktop,Apple Pay,Cancelled,0,418,18
8774990,79615,2023-12-31,Sports,4,348.32,1393.28,0,0.0,1393.28,0,SUMMER25,Display Ad,17.66,Desktop,Debit Card,Shipped,0,417,14
3485807,37653,2021-07-12,Electronics,4,579.61,2318.44,15,347.77,1970.67,4.99,FLASH15,Organic Search,0.0,Desktop,Apple Pay,Returned,0,922,16
8952217,73653,2023-11-05,Electronics,4,709.63,2838.52,5,141.93,2696.59,7.99,,Organic Search,0.0,Desktop,Google Pay,Delivered,0,496,7
8077958,25713,2021-01-27,Home & Garden,1,179.02,179.02,0,0.0,179.02,7.99,FLASH15,Referral,0.0,Mobile,Credit Card,Delivered,0,523,8
1366025,22156,2023-08-21,Beauty,1,67.01,67.01,0,0.0,67.01,12.99,LOYALTY5,Paid Search,16.81,Desktop,Apple Pay,Cancelled,0,1551,17
2953854,76244,2022-11-13,Home & Garden,1,146.57,146.57,25,36.64,109.93,12.99,,Direct,0.0,Desktop,PayPal,Delivered,0,1170,24
3786787,28726,2024-05-21,Beauty,1,24.3,24.3,25,6.08,18.22,4.99,,Social Media,18.49,Desktop,Credit Card,Cancelled,0,303,21
3557220,11025,2022-06-05,Toys,4,157.5,630.0,20,126.0,504.0,0,FLASH15,Organic Search,0.0,Desktop,PayPal,Shipped,1,2480,9
8470322,17592,2022-06-13,Electronics,3,288.3,864.9,0,0.0,864.9,0,,Social Media,0.22,Mobile,Apple Pay,Processing,0,2165,22
9137735,79329,2022-11-23,Toys,2,115.7,231.4,5,11.57,219.83,7.99,,Email,0.0,Desktop,Debit Card,Returned,0,161,18
8910276,23577,2024-06-05,Beauty,1,27.69,27.69,5,1.38,26.31,12.99,SUMMER25,Display Ad,10.46,Mobile,Google Pay,Delivered,1,874,7
1329299,30635,2023-08-22,Apparel,1,114.05,114.05,10,11.4,102.65,0,SUMMER25,Social Media,4.51,Desktop,Buy Now Pay Later,Delivered,0,2677,6
8541631,95717,2022-07-08,Electronics,3,758.86,2276.58,15,341.49,1935.09,0,SAVE10,Organic Search,0.0,Mobile,Google Pay,Delivered,0,1293,1
5070650,80284,2024-01-20,Electronics,1,959.33,959.33,0,0.0,959.33,7.99,,Social Media,16.7,Desktop,Credit Card,Delivered,0,1032,12
4377898,46048,2024-11-29,Beauty,1,57.19,57.19,20,11.44,45.75,0,,Paid Search,24.74,Mobile,Credit Card,Delivered,0,2389,10
5946450,82357,2022-09-25,Home & Garden,2,89.08,178.16,10,17.82,160.34,12.99,,Social Media,7.5,Mobile,Credit Card,Cancelled,0,2624,20
7572195,87236,2023-11-08,Books,3,14.85,44.55,10,4.46,40.09,12.99,WELCOME20,Paid Search,15.41,Mobile,Credit Card,Delivered,0,2461,6
1854332,76237,2024-07-22,Food & Grocery,1,27.83,27.83,0,0.0,27.83,7.99,,Social Media,5.84,Desktop,Apple Pay,Shipped,1,1054,3
6601074,54597,2024-07-04,Toys,1,143.01,143.01,10,14.3,128.71,12.99,SUMMER25,Paid Search,15.77,Desktop,Credit Card,Delivered,0,1580,14
1132108,36772,2021-12-30,Home & Garden,1,87.31,87.31,0,0.0,87.31,0,,Paid Search,5.22,Mobile,Credit Card,Cancelled,1,2187,13
2722408,10942,2024-06-07,Apparel,1,20.87,20.87,15,3.13,17.74,12.99,FLASH15,Organic Search,0.0,Mobile,Debit Card,Delivered,0,1437,1
8244199,53309,2022-07-05,Apparel,1,207.44,207.44,15,31.12,176.32,0,,Direct,0.0,Desktop,Google Pay,Cancelled,0,1994,21
7974052,42098,2022-05-25,Beauty,2,98.35,196.7,25,49.17,147.53,0,SUMMER25,Affiliate,0.0,Mobile,Credit Card,Shipped,0,1089,15
9316519,47930,2024-01-31,Beauty,2,8.51,17.02,15,2.55,14.47,4.99,FLASH15,Organic Search,0.0,Desktop,Google Pay,Returned,0,2530,21
5878387,62296,2024-09-27,Apparel,1,241.16,241.16,10,24.12,217.04,7.99,LOYALTY5,Organic Search,0.0,Mobile,PayPal,Delivered,0,1804,19
1621045,38893,2021-06-24,Toys,4,115.61,462.44,0,0.0,462.44,19.99,SUMMER25,Display Ad,17.9,Desktop,Credit Card,Processing,1,1636,16
9178834,82420,2023-01-05,Home & Garden,1,295.24,295.24,0,0.0,295.24,4.99,,Organic Search,0.0,Mobile,Credit Card,Processing,0,1098,19
7705523,47353,2024-10-30,Apparel,1,79.61,79.61,25,19.9,59.71,7.99,,Affiliate,0.0,Desktop,Credit Card,Returned,0,98,21
9155420,31174,2023-04-18,Home & Garden,3,287.35,862.05,0,0.0,862.05,4.99,SAVE10,Affiliate,0.0,Mobile,Debit Card,Delivered,0,1810,3
9612679,85525,2024-12-10,Beauty,1,26.8,26.8,5,1.34,25.46,4.99,SAVE10,Referral,0.0,Desktop,Credit Card,Delivered,0,2039,14
9185628,49240,2021-12-20,Sports,1,308.6,308.6,25,77.15,231.45,0,,Social Media,14.32,Desktop,Credit Card,Shipped,0,242,22
4890733,44741,2022-02-06,Apparel,1,95.49,95.49,15,14.32,81.17,0,WELCOME20,Email,0.0,Desktop,Credit Card,Shipped,0,374,20
2018455,85880,2022-03-03,Electronics,4,387.33,1549.32,15,232.4,1316.92,0,,Direct,0.0,Mobile,PayPal,Delivered,0,1616,11
9863551,25860,2021-10-28,Electronics,1,272.64,272.64,0,0.0,272.64,7.99,SUMMER25,Email,0.0,Desktop,Credit Card,Shipped,0,1031,8
1319096,48427,2024-01-06,Electronics,1,1157.42,1157.42,0,0.0,1157.42,7.99,WELCOME20,Affiliate,0.0,Mobile,Apple Pay,Processing,0,538,15
8080061,66985,2022-07-28,Books,3,30.35,91.05,0,0.0,91.05,4.99,FLASH15,Email,0.0,Mobile,Google Pay,Cancelled,0,2116,20
6299086,22224,2024-05-24,Home & Garden,3,205.92,617.76,25,154.44,463.32,12.99,,Paid Search,7.13,Mobile,Credit Card,Cancelled,1,1480,7
2065530,18834,2023-07-31,Toys,3,159.29,477.87,25,119.47,358.4,12.99,,Email,0.0,Mobile,PayPal,Delivered,1,645,1
5493758,63354,2023-05-13,Home & Garden,2,46.0,92.0,0,0.0,92.0,0,WELCOME20,Organic Search,0.0,Mobile,PayPal,Delivered,1,2439,2
7998405,65518,2021-03-08,Beauty,3,13.21,39.63,10,3.96,35.67,12.99,,Organic Search,0.0,Mobile,Debit Card,Returned,0,1436,8
8941293,68800,2022-11-15,Beauty,1,55.34,55.34,25,13.84,41.5,12.99,FLASH15,Organic Search,0.0,Tablet,PayPal,Delivered,0,180,9
2961940,80678,2021-03-01,Books,1,36.38,36.38,0,0.0,36.38,0,LOYALTY5,Paid Search,10.54,Desktop,Apple Pay,Delivered,0,2478,17
9301178,62565,2024-04-26,Sports,5,295.07,1475.35,0,0.0,1475.35,0,,Email,0.0,Mobile,Debit Card,Returned,0,343,10
6817736,81200,2022-09-20,Home & Garden,1,178.64,178.64,10,17.86,160.78,7.99,,Social Media,18.33,Mobile,Credit Card,Shipped,0,2696,13
8521651,95477,2021-10-29,Sports,1,25.22,25.22,0,0.0,25.22,4.99,,Social Media,1.69,Desktop,Credit Card,Delivered,0,978,1
8318725,81200,2022-01-05,Beauty,1,28.82,28.82,0,0.0,28.82,0,LOYALTY5,Social Media,10.56,Desktop,Debit Card,Delivered,1,254,12
1349082,46421,2022-03-19,Books,1,34.26,34.26,0,0.0,34.26,4.99,SUMMER25,Organic Search,0.0,Mobile,Debit Card,Processing,0,2079,11
3706725,42087,2022-06-19,Home & Garden,3,347.93,1043.79,0,0.0,1043.79,4.99,LOYALTY5,Affiliate,0.0,Mobile,Credit Card,Delivered,0,955,17
5832019,34957,2024-08-14,Apparel,1,97.05,97.05,20,19.41,77.64,7.99,,Affiliate,0.0,Mobile,Google Pay,Processing,0,864,3
4224602,51245,2023-01-21,Electronics,1,825.14,825.14,0,0.0,825.14,4.99,LOYALTY5,Direct,0.0,Desktop,Buy Now Pay Later,Delivered,0,2577,17
8872548,76244,2024-01-07,Apparel,1,51.93,51.93,10,5.19,46.74,4.99,,Social Media,7.59,Desktop,Credit Card,Delivered,0,2299,13
6768801,30032,2023-01-10,Toys,5,152.72,763.6,0,0.0,763.6,4.99,,Display Ad,2.43,Mobile,PayPal,Delivered,0,2372,3
8350277,95477,2021-03-26,Sports,5,347.61,1738.05,0,0.0,1738.05,0,,Social Media,20.41,Mobile,Credit Card,Returned,0,451,23
4894044,51104,2023-01-28,Beauty,1,91.39,91.39,15,13.71,77.68,0,,Organic Search,0.0,Desktop,Credit Card,Cancelled,1,821,10
9516717,15695,2021-06-28,Apparel,1,107.58,107.58,0,0.0,107.58,12.99,,Display Ad,8.02,Mobile,Apple Pay,Delivered,1,1288,10
4685993,39256,2023-07-11,Home & Garden,2,48.86,97.72,20,19.54,78.18,7.99,,Social Media,7.82,Mobile,PayPal,Processing,0,1800,8
6690043,23577,2022-09-18,Apparel,1,222.95,222.95,10,22.3,200.65,19.99,,Display Ad,21.44,Desktop,Credit Card,Returned,0,255,14
8859576,10425,2024-11-02,Electronics,2,760.46,1520.92,0,0.0,1520.92,4.99,WELCOME20,Referral,0.0,Desktop,Debit Card,Shipped,0,412,1
3200475,10851,2024-12-09,Sports,1,230.03,230.03,0,0.0,230.03,12.99,WELCOME20,Direct,0.0,Mobile,Credit Card,Delivered,1,372,21
5922335,83519,2023-10-20,Apparel,1,163.85,163.85,15,24.58,139.27,12.99,,Organic Search,0.0,Desktop,Buy Now Pay Later,Delivered,0,2063,19
7549342,93507,2024-12-21,Electronics,1,53.47,53.47,0,0.0,53.47,7.99,,Social Media,11.4,Mobile,Apple Pay,Delivered,1,154,2
7993768,84668,2024-09-15,Home & Garden,2,340.43,680.86,10,68.09,612.77,7.99,LOYALTY5,Display Ad,3.62,Desktop,PayPal,Cancelled,1,1400,6
7044085,19016,2021-04-02,Apparel,3,249.01,747.03,15,112.05,634.98,0,FLASH15,Paid Search,20.15,Desktop,Google Pay,Delivered,0,147,6
8924295,15778,2022-01-08,Apparel,1,111.61,111.61,0,0.0,111.61,4.99,,Referral,0.0,Tablet,PayPal,Cancelled,1,2403,1
3718341,92240,2021-06-20,Beauty,2,116.87,233.74,0,0.0,233.74,4.99,LOYALTY5,Paid Search,15.68,Mobile,Credit Card,Cancelled,0,581,8
4476383,24322,2024-02-19,Home & Garden,1,210.83,210.83,10,21.08,189.75,4.99,,Social Media,20.74,Desktop,Google Pay,Delivered,1,2729,2
5738845,42493,2024-08-18,Electronics,3,1116.53,3349.59,0,0.0,3349.59,0,WELCOME20,Social Media,0.23,Desktop,Apple Pay,Returned,0,2443,9
2446060,84085,2023-07-05,Books,2,9.38,18.76,0,0.0,18.76,4.99,SUMMER25,Social Media,21.42,Mobile,Apple Pay,Cancelled,0,2324,6
9101545,19016,2024-03-12,Apparel,2,29.47,58.94,0,0.0,58.94,4.99,,Paid Search,11.01,Desktop,Buy Now Pay Later,Delivered,0,410,24
3165880,67422,2023-08-30,Apparel,2,25.4,50.8,10,5.08,45.72,0,,Paid Search,12.76,Mobile,Apple Pay,Shipped,0,2195,24
3907342,36685,2023-04-28,Toys,2,66.39,132.78,0,0.0,132.78,12.99,,Email,0.0,Desktop,Google Pay,Delivered,0,680,17
4346789,80010,2024-01-04,Books,1,46.81,46.81,0,0.0,46.81,0,SUMMER25,Email,0.0,Mobile,Google Pay,Shipped,0,1250,22
3622515,54313,2023-09-21,Books,1,40.15,40.15,10,4.01,36.14,4.99,,Referral,0.0,Desktop,Credit Card,Returned,0,2384,16
9257506,31174,2021-10-28,Electronics,1,460.38,460.38,20,92.08,368.3,4.99,,Social Media,3.97,Desktop,Debit Card,Processing,1,1903,9
2692883,89131,2024-11-05,Electronics,5,781.17,3905.85,0,0.0,3905.85,12.99,FLASH15,Organic Search,0.0,Mobile,Credit Card,Delivered,0,2564,16
7979059,12757,2022-06-11,Apparel,1,75.84,75.84,15,11.38,64.46,0,,Affiliate,0.0,Desktop,PayPal,Shipped,0,2482,14
9283332,62350,2021-01-17,Books,4,7.74,30.96,0,0.0,30.96,4.99,FLASH15,Direct,0.0,Mobile,Credit Card,Delivered,1,1370,19
6094433,41850,2024-08-28,Beauty,1,27.33,27.33,0,0.0,27.33,0,,Direct,0.0,Desktop,Credit Card,Delivered,0,1710,18
4937929,81426,2024-03-08,Beauty,1,93.82,93.82,10,9.38,84.44,19.99,,Direct,0.0,Tablet,Credit Card,Delivered,0,2297,1
4513701,38221,2022-11-15,Books,1,29.12,29.12,15,4.37,24.75,4.99,,Display Ad,8.16,Tablet,PayPal,Returned,0,94,12
1789356,76784,2024-04-14,Electronics,2,501.29,1002.58,5,50.13,952.45,12.99,,Organic Search,0.0,Desktop,Credit Card,Cancelled,0,1648,23
1304180,10464,2022-09-05,Beauty,2,15.05,30.1,0,0.0,30.1,4.99,,Display Ad,3.84,Mobile,Debit Card,Cancelled,0,729,3
7019442,41385,2022-10-20,Sports,2,300.43,600.86,10,60.09,540.77,7.99,SAVE10,Affiliate,0.0,Desktop,PayPal,Delivered,1,680,13
5375632,99733,2023-05-04,Apparel,1,236.29,236.29,5,11.81,224.48,4.99,LOYALTY5,Social Media,19.42,Desktop,Credit Card,Delivered,0,1436,3
6990202,78522,2024-02-27,Sports,2,329.59,659.18,0,0.0,659.18,4.99,,Social Media,7.47,Mobile,Debit Card,Returned,0,706,11
3660958,37869,2024-10-08,Electronics,2,1105.22,2210.44,0,0.0,2210.44,7.99,SUMMER25,Social Media,11.9,Mobile,Debit Card,Processing,0,1465,13
3931227,42914,2022-10-16,Beauty,1,12.11,12.11,0,0.0,12.11,7.99,LOYALTY5,Social Media,7.65,Desktop,Debit Card,Shipped,0,2722,16
9446974,82357,2022-11-20,Books,1,49.04,49.04,0,0.0,49.04,0,,Affiliate,0.0,Mobile,Debit Card,Processing,0,1017,10
1536367,85674,2022-12-10,Apparel,1,153.31,153.31,25,38.33,114.98,7.99,WELCOME20,Paid Search,11.37,Mobile,Credit Card,Delivered,0,2547,9
2068131,38746,2024-09-20,Electronics,1,1078.49,1078.49,5,53.92,1024.57,0,,Email,0.0,Tablet,PayPal,Shipped,1,944,11
6666248,60019,2024-08-20,Food & Grocery,1,59.98,59.98,0,0.0,59.98,4.99,,Paid Search,5.94,Mobile,Debit Card,Delivered,0,1557,12
8224612,11934,2021-02-06,Toys,2,124.61,249.22,25,62.3,186.92,4.99,,Display Ad,2.44,Mobile,PayPal,Shipped,0,666,17
2912087,93130,2022-06-22,Beauty,1,21.17,21.17,0,0.0,21.17,0,LOYALTY5,Email,0.0,Mobile,Credit Card,Returned,0,2458,15
4803231,87992,2021-07-16,Apparel,2,245.02,490.04,5,24.5,465.54,12.99,SUMMER25,Paid Search,7.98,Tablet,Credit Card,Cancelled,0,2152,23
3024809,70142,2023-10-20,Food & Grocery,2,38.57,77.14,0,0.0,77.14,4.99,SUMMER25,Organic Search,0.0,Desktop,PayPal,Processing,0,157,22
4759700,13478,2021-08-03,Home & Garden,1,28.58,28.58,10,2.86,25.72,7.99,,Social Media,4.45,Mobile,PayPal,Cancelled,0,430,13
9159855,23104,2021-11-16,Electronics,2,967.64,1935.28,15,290.29,1644.99,7.99,,Paid Search,24.96,Mobile,PayPal,Shipped,0,1013,12
5325537,36772,2022-12-31,Sports,1,216.13,216.13,0,0.0,216.13,0,,Organic Search,0.0,Mobile,Credit Card,Delivered,1,1444,4
6709692,44664,2022-02-02,Beauty,1,16.33,16.33,10,1.63,14.7,12.99,LOYALTY5,Referral,0.0,Mobile,Debit Card,Delivered,0,2784,8
6959954,33416,2023-09-10,Sports,1,259.97,259.97,15,39.0,220.97,12.99,LOYALTY5,Social Media,21.35,Mobile,Credit Card,Delivered,0,1898,22
1783099,58434,2022-04-13,Toys,1,141.61,141.61,0,0.0,141.61,12.99,,Referral,0.0,Desktop,PayPal,Cancelled,1,2771,14
5487758,62350,2023-08-23,Toys,2,170.82,341.64,15,51.25,290.39,0,,Email,0.0,Desktop,PayPal,Delivered,1,547,22
3536352,40512,2022-02-06,Toys,1,38.26,38.26,10,3.83,34.43,4.99,FLASH15,Organic Search,0.0,Desktop,Credit Card,Processing,0,2268,19
9646766,67912,2021-10-28,Toys,3,147.7,443.1,0,0.0,443.1,7.99,,Social Media,9.44,Mobile,Credit Card,Cancelled,0,770,12
2747213,94607,2022-10-12,Apparel,1,232.04,232.04,0,0.0,232.04,12.99,,Social Media,2.13,Desktop,Apple Pay,Shipped,0,798,17
1845941,81482,2024-11-08,Apparel,2,25.79,51.58,10,5.16,46.42,4.99,,Social Media,12.82,Mobile,Apple Pay,Delivered,0,1174,16
8345513,22676,2022-06-17,Apparel,1,44.03,44.03,0,0.0,44.03,7.99,SUMMER25,Referral,0.0,Mobile,Credit Card,Delivered,1,1844,6
8669463,82132,2022-03-01,Books,1,5.63,5.63,5,0.28,5.35,12.99,LOYALTY5,Social Media,0.26,Mobile,PayPal,Shipped,0,2009,14
2861110,91070,2024-01-19,Apparel,1,122.68,122.68,10,12.27,110.41,0,,Organic Search,0.0,Desktop,Debit Card,Shipped,1,414,16
2776570,37460,2021-03-27,Apparel,1,136.61,136.61,10,13.66,122.95,7.99,WELCOME20,Paid Search,5.65,Mobile,Apple Pay,Delivered,0,1248,21
2709062,36071,2023-04-01,Apparel,1,114.2,114.2,10,11.42,102.78,0,SAVE10,Direct,0.0,Mobile,Google Pay,Delivered,0,1054,19
1704130,38657,2024-03-02,Sports,2,267.73,535.46,0,0.0,535.46,0,WELCOME20,Social Media,3.08,Desktop,Debit Card,Delivered,0,1560,18
9511177,59672,2021-07-24,Apparel,1,248.45,248.45,0,0.0,248.45,19.99,,Paid Search,6.17,Mobile,Credit Card,Delivered,0,1660,24
2768504,93320,2022-11-30,Food & Grocery,1,40.93,40.93,0,0.0,40.93,4.99,SAVE10,Paid Search,6.91,Desktop,PayPal,Delivered,1,2501,8
3802571,18675,2023-01-24,Beauty,3,92.67,278.01,0,0.0,278.01,12.99,WELCOME20,Paid Search,20.09,Mobile,PayPal,Delivered,0,1414,9
2980707,96474,2024-03-21,Apparel,1,176.28,176.28,0,0.0,176.28,0,WELCOME20,Direct,0.0,Mobile,Google Pay,Delivered,0,1031,7
4445809,89131,2024-03-16,Apparel,2,134.15,268.3,10,26.83,241.47,7.99,SAVE10,Direct,0.0,Tablet,Credit Card,Processing,1,2049,3
7067286,22704,2024-12-03,Electronics,1,86.59,86.59,5,4.33,82.26,0,,Affiliate,0.0,Mobile,Credit Card,Shipped,1,411,13
3634568,24371,2024-01-13,Toys,2,139.33,278.66,10,27.87,250.79,0,,Direct,0.0,Mobile,Credit Card,Processing,0,1683,15
5901010,38080,2024-09-28,Home & Garden,1,38.35,38.35,0,0.0,38.35,4.99,,Social Media,21.05,Desktop,PayPal,Delivered,0,1965,8
8407441,36062,2022-04-12,Apparel,3,74.88,224.64,10,22.46,202.18,7.99,,Email,0.0,Mobile,Apple Pay,Returned,0,1423,4
9487536,42914,2021-01-01,Apparel,2,78.86,157.72,0,0.0,157.72,4.99,,Organic Search,0.0,Desktop,Credit Card,Delivered,0,1615,1
9361613,10074,2022-08-16,Electronics,2,108.24,216.48,15,32.47,184.01,12.99,,Paid Search,11.93,Desktop,Debit Card,Delivered,1,239,16
2665880,10282,2023-08-27,Home & Garden,1,354.23,354.23,10,35.42,318.81,4.99,,Direct,0.0,Mobile,PayPal,Delivered,1,2391,7
3588652,54587,2023-11-05,Apparel,2,236.5,473.0,15,70.95,402.05,7.99,,Paid Search,21.46,Mobile,Buy Now Pay Later,Shipped,1,1807,13
7102492,47353,2024-04-23,Sports,3,80.06,240.18,10,24.02,216.16,12.99,WELCOME20,Email,0.0,Mobile,Credit Card,Processing,1,1843,15
6613782,41195,2023-06-19,Beauty,2,60.46,120.92,0,0.0,120.92,7.99,,Email,0.0,Mobile,Credit Card,Delivered,0,1848,3
3311438,44179,2021-06-24,Electronics,1,552.91,552.91,0,0.0,552.91,0,,Direct,0.0,Mobile,Credit Card,Shipped,0,2705,6
3063320,99353,2022-02-18,Electronics,4,270.67,1082.68,0,0.0,1082.68,12.99,SUMMER25,Paid Search,9.48,Desktop,Google Pay,Shipped,0,142,13
4387157,38016,2022-06-14,Sports,1,244.42,244.42,10,24.44,219.98,7.99,SUMMER25,Paid Search,19.46,Mobile,PayPal,Returned,1,2101,11
8367017,28131,2023-09-15,Sports,3,36.02,108.06,15,16.21,91.85,0,,Paid Search,11.97,Desktop,PayPal,Cancelled,1,506,19
7975124,18981,2023-12-02,Toys,1,53.51,53.51,25,13.38,40.13,12.99,,Referral,0.0,Desktop,Credit Card,Shipped,0,1269,5
1110521,20322,2022-11-14,Toys,3,91.54,274.62,25,68.66,205.96,7.99,,Organic Search,0.0,Desktop,Credit Card,Delivered,0,562,6
5115720,39871,2022-05-26,Books,1,55.44,55.44,20,11.09,44.35,7.99,,Display Ad,23.79,Desktop,Buy Now Pay Later,Delivered,0,1963,19
8946752,68800,2023-09-19,Electronics,1,1068.27,1068.27,15,160.24,908.03,7.99,LOYALTY5,Social Media,19.93,Desktop,Apple Pay,Delivered,0,493,16
6726400,78522,2024-03-28,Home & Garden,1,130.66,130.66,0,0.0,130.66,7.99,,Organic Search,0.0,Desktop,Credit Card,Cancelled,1,199,6
5811005,28373,2023-09-26,Apparel,1,174.98,174.98,0,0.0,174.98,7.99,SAVE10,Paid Search,9.16,Mobile,Google Pay,Returned,1,1158,17
9472875,17100,2024-06-22,Electronics,1,1044.49,1044.49,15,156.67,887.82,0,,Social Media,0.45,Mobile,PayPal,Delivered,0,1691,22
3873296,44814,2024-03-15,Home & Garden,3,121.17,363.51,0,0.0,363.51,7.99,SAVE10,Paid Search,18.37,Mobile,Google Pay,Delivered,1,2376,12
2429986,22899,2023-10-08,Electronics,2,322.83,645.66,0,0.0,645.66,7.99,SAVE10,Affiliate,0.0,Mobile,Apple Pay,Cancelled,0,2464,5
5463001,44438,2021-10-03,Home & Garden,2,44.06,88.12,5,4.41,83.71,4.99,WELCOME20,Organic Search,0.0,Desktop,PayPal,Delivered,0,2346,14
7248445,71213,2024-06-01,Food & Grocery,2,87.99,175.98,0,0.0,175.98,0,WELCOME20,Direct,0.0,Desktop,Credit Card,Delivered,0,1475,5
7962689,62350,2022-04-10,Sports,1,339.95,339.95,0,0.0,339.95,0,SUMMER25,Email,0.0,Desktop,Debit Card,Delivered,0,2617,12
